id,crystal_structure(core/shell),Space group(core),Space group(shell),chemical formula,Structure,length (D),width,depth,shape,core_1,core_2(shell),Name,synonyms,Cas rn (core_1),Cas rn (core_2),Exp type,Scale bar (nm),microphotography pic,Spectrum,JCPDS card (core),JCPDS card (shell),X-ray tube (nm),Instrument,Crystalline size,Material fraction,curie temperature (K),temperature (K),H-range min (kOe),H-range max(kOe),Ms (emu/g),Hc (Oe),Mr (emu/g),Instrument,exchange bias shift Hb or Heb(Oe),vertical loop shift M vsl (emu/g),M-H curve,cooling fields (mT),FC field(T),"Hc of measurement (kOe) ",applied field(kOe),Article id,Method,Tb,Keff (effective anisotropy constant) (erg/cm3),Keff (Jm^-3),"Total magnetization ",Atomic mass ratio,Number of magnetic ions per unit cell,get_exchange_group_info,number_of_unique_magnetic_sites,number_of_magnetic_sites
350,cubic,p4332,0,Fe2O3,γ-Fe2O3,10,10,10,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,74.62,907.19,19.35,VSM,0,,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
351,cubic,p4332,0,Fe2O3,γ-Fe2O3,8.8,8.8,8.8,"sphere, needle-like",Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,57.92,730,13.548,VSM,0,,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
352,cubic,p4332,0,Fe2O3,γ-Fe2O3,11.1,11.1,11.1,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,59.92,743.639,13.548,VSM,0,0,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
353,cubic,p4332,0,Fe2O3,γ-Fe2O3,13.8,13.8,13.8,"sphere, needle-like",Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,65.42,873.49871,15.48,VSM,0,0,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
354,cubic,p4332,0,Fe2O3,γ-Fe2O3,11.7,11.7,11.7,sphere,Fe2O3,0,iron oxide,ferric oxide,1309-37-1,0,TEM,10,,,,,,,,,,5,-80,80,51.62,702.13958,11.935,VSM,0,0,,1000,1,10,70,10.3390/ijms23158279,synthesized each by the co-precipitation of 10.4 g of FeSO4·7H2O and 12 g of FeCl3 in alkaline medium with different functionalizing agent concentrations,,,,,,,,,
355,"hexagonal, cubic",p63mmc,fd3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,17,17,17,octahedral,Ba1Fe12O19,Fe3O4,barium ferrite,,12047-11-9,1317-61-9,HRTEM,1000,1,,,,0.154,Bruker D8,,,,300,-30,30,41.21,1045,12,MPMSXL-7,0,0,,0,0,0,,10.1007/s00339-017-1034-y,via mechanical milling,,,,,,,,,
356,"hexagonal, cubic",p63mmc,fd3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,13,13,13,octahedral,Ba1Fe12O19,Fe3O4,barium ferrite,,12047-11-9,1317-61-9,HRTEM,10,1,,,,,Bruker D8,,,,300,-30,30,28.28,232,3.2,MPMSXL-7,0,0,,0,0,0,,10.1007/s00339-017-1034-y,via mechanical milling,,,,,,,,,
357,"hexagonal, cubic",p63mmc,fd3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,17,17,17,octahedral,Ba1Fe12O19,Fe3O4,barium ferrite,,12047-11-9,1317-61-9,,,,,,,,Bruker D8,,,,4,-30,30,,1571,,MPMSXL-7,-204,,,2000,2,20,15,10.1007/s00339-017-1034-y,via mechanical milling,,,,,,,,,
358,"hexagonal, cubic",p63mmc,fd3m,BaFe12O19/Fe3O4,BaFe12O19/Fe3O4,13,13,13,octahedral,Ba1Fe12O19,Fe3O4,barium ferrite,,12047-11-9,1317-61-9,,,,,,,,Bruker D8,,,,4,-30,30,0.2087,974,0.1027,MPMSXL-7,-254,0.0194,,2000,2,20,15,10.1007/s00339-017-1034-y,via mechanical milling,,,,,,,,,
359,"cubic, cubic",fd3m,fm3m,Fe3O4@NiO,Fe3O4@NiO,36.44,36.44,36.44,sphere,Fe3O4,Ni1O1,,,1317-61-9,1313-99-1,,,,,89-3854,78-0643,,,,,,60,-15,15,49.5,95.69,,,-329.43,0,,,,,,10.1038/s41598-020-75669-3,"two-step reaction from  Hasan, S. et al. Investigation of novel inverted NiO @ NixCo1-xO core-shell nanoparticles. Investigation of novel inverted NiO @Ni x Co 1–x O core-shell nanoparticles. AIP Adv. 5, 056305 (2018)",,,,,,,,,
360,"cubic, cubic",fm3m,fd3m,NiO@Fe3O4,NiO@Fe3O4,31.75,31.75,31.75,sphere,Ni1O1,Fe3O4,,,1313-99-1,1317-61-9,,,,,78-0643,89-3854,,,,,,60,-15,15,33.75,145.18,,,145.18,0,,,,,,10.1038/s41598-020-75669-3,"two-step reaction from  Hasan, S. et al. Investigation of novel inverted NiO @ NixCo1-xO core-shell nanoparticles. Investigation of novel inverted NiO @Ni x Co 1–x O core-shell nanoparticles. AIP Adv. 5, 056305 (2018)",,,,,,,,,
361,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,8,8,8,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,TEM,20,1,1,00-008-0234,43-1004,0.15406,Bruker D8,8,NiFe2O4/CoO,,5,-60,60,48,12180,38.148,MPMS,-135,0,1,5000,5,50,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
362,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,11,11,11,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,,,,1,00-008-0235,43-1005,0.15406,Bruker D8,11,NiFe2O4/CoO,,5,-60,60,16.5,12110,12.592,MPMS,-161,0,1,5000,5,50,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
363,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,12,12,12,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,,,,1,00-008-0236,43-1006,0.15406,Bruker D8,12,NiFe2O4/CoO,,5,-60,60,19,12040,14.81,MPMS,-143,0,1,5000,5,50,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
364,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,8,8,8,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,,,,,00-008-0237,43-1007,,,,,,300,-60,60,47,1150,13.7,MPMS,0,0,1,0,0,0,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
365,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,11,11,11,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,,,,,00-008-0238,43-1008,,,,,,300,-60,60,16.3,1160,6.7,MPMS,0,0,1,0,0,0,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
366,"cubic, cubic",fd3m,fm3m,NiFe2O4/CoO,NiFe2O4/CoO,12,12,12,sphere,Ni1Fe2O4,Co1O1,,,12068-54-6,1307-96-6,,,,,00-008-0239,43-1009,,,,,,300,-60,60,18.7,1160,7.037,MPMS,0,0,1,0,0,0,,10.1007/s10854-019-01536-1,"In frst stage nickel ferrite nanoparticles were synthesized and in second step CoO was grown like a cap over nickel ferrite nanoparticles, following core–shell geometry",,,,,,,,,
367,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,1,01-071-4239,,0.154,Bruker D8,,,,5,-6,6,,504,,VSM,-182,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
368,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,1,78-0431,,0.154,Bruker D8,,,,5,-6,6,,446,,VSM,-126,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
369,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,1,72-1474,,0.154,Bruker D8,,,,5,-6,6,,318,,VSM,-374,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
370,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,1,,,0.154,Bruker D8,,,,5,-6,6,,357,,VSM,-685,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
371,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,,,,,,,,,5,-6,6,,504,,VSM,-182,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
372,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,,,,,,,,,5,-6,6,,332,,VSM,-94,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
373,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,,,,,,,,,5,-6,6,,218,,VSM,-314,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
374,"hexagonal, cubic",p63/mmc,fm3m,Co/CoO,Co/CoO,800,800,800,sphere,Co1,Co1O1,CoO/Co/polystyrene nanosphere,,7440-48-4,1307-96-6,,,,,,,,,,,,5,-6,6,,354,,VSM,-685,0,1,1000,1,10,,10.1016/j.jmmm.2020.166599,"nanosphere lithography, followed by ion beam sputtering",,,,,,,,,
375,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,TEM,50,,,22-1084,,0.154184,Bruker D8,34,CoCr2O4,,2,-80,80,6.2,9130.43,2.3944,MPMS-XL,-1304.348,0,,3500,3.5,35,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
376,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,TEM,50,,,,,,,,,,2,-80,80,6.2,8478.26,2.11,MPMS-XL,1195.65,0,,3500,3.5,35,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
377,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,TEM,20,,,,,,,,,,2,-80,80,5.79,10000,2.2456,MPMS-XL,-763,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
378,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,8,-80,80,5.75,9812.5,2.175,MPMS-3,-506,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
379,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,10,-80,80,5.75,9687.5,2.175,MPMS-3,-379,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
380,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,15,-80,80,6,8189.5,2.133,MPMS-3,-340.5,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
381,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,20,-80,80,5.979,7920.689,2.1,MPMS-3,-178.869,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
382,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,25,-80,80,6.2,7508.612,2,MPMS-3,-124.743,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
383,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,30,-80,80,5.9,7705.6475,1.967,MPMS-3,-179.2,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
384,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,40,-80,80,6.151,6289.9845,2.3,MPMS-3,-18,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
385,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,60,-80,80,7.6,3512.753,2.994,MPMS-3,-108.706,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
386,cubic,fd3m,0,CoCr2O4,CoCr2O4,30,30,30,hexagonal,Co1Cr2O4,0,,,12016-69-2,0,,,,,,,,,,,,80,-80,80,8,1397.7685,3,MPMS-3,-35.3685,0,,1000,1,10,0.1,10.1088/1361-6463/ab87c7,sol-gel,,,,,,,,,
387,tetragonal,p4/mmm,0,FeNi,FeNi,21,21,21,sphere,Fe1Ni1,0,,,,0,FE-SEM,100,1,1,,,0.154,PANalytical X’pert,21,FeNi,,300,-30,30,83,121,7.2,PPMS,0,0,,0,0,0,,10.1007/s13204-021-01870-z,NaBH4 reduced co-precipitation technique,,,,,,,,,
388,tetragonal,p4/mmm,0,FeNi,FeNi,21,21,21,sphere,Fe1Ni1,0,,,,0,,,,,,,,,,,,50,-30,30,96,127,7.8,PPMS,0,0,,0,0,0,,10.1007/s13204-021-01870-z,NaBH4 reduced co-precipitation technique,,,,,,,,,
389,tetragonal,p4/mmm,0,FeNi,FeNi,21,21,21,sphere,Fe1Ni1,0,,,,0,,,,,,,,,,,,50,-30,30,96,141,8.4,PPMS,14,0,,3000,3,30,,10.1007/s13204-021-01870-z,NaBH4 reduced co-precipitation technique,,,,,,,,,
390,"centred cubic, tetragonal",i43m,i41/amd,Mn/Mn3O4,α-Mn/Mn3O4,3.4,3.4,3.4,sphere,Mn1,Mn3O4,,,7439-96-5,1317-35-7,TEM,50,1,,03-0637,,0.154,PANalytical Empyrean,,,,5,-60,60,3.367,1484,0.123,MPMS,-1217,0.0923,1,5000,5,50,,10.1016/j.jmmm.2022.169504,HDA,13,,,,,,,,
391,"centred cubic, tetragonal",i43m,i41/amd,Mn/Mn3O4,α-Mn/Mn3O4,6.3,6.3,6.3,sphere,Mn1,Mn3O4,,,7439-96-5,1317-35-7,TEM,50,1,,,,,,,,,5,-50,50,3.585,305,0.173,MPMS,-4408,0.00456,1,5000,5,50,,10.1016/j.jmmm.2022.169504,toluene,20,,,,,,,,
392,"centred cubic, tetragonal",i43m,i41/amd,Mn/Mn3O4,α-Mn/Mn3O4,5.24,5.24,5.24,sphere,Mn1,Mn3O4,,,7439-96-5,1317-35-7,TEM,50,1,,,,,,,,,5,-60,60,2.159,1106,0.11,MPMS,-6350,0.2596,1,5000,5,50,,10.1016/j.jmmm.2022.169504,THF,32,,,,,,,,
393,"cubic, cubic",fd3m,fd3m,Fe3O4/CoFe2O4,Fe3O4/CoFe2O4,47,47,47,sphere,Fe1F2,Fe1,,,,,TEM,200,1,1,,,0.1789,X’PRET,47,Fe3O4/CoFe2O4,,,-15,15,61.6,97,8.125,,0,0,1,1500,1.5,15,,10.1007/s10948-021-05974-z,coprecipitation method at 80 °C,,,,,,,,,
394,"cubic, cubic",fd3m,fd3m,Fe3O4/CoFe2O4,Fe3O4/CoFe2O4,47,47,47,sphere,Fe3O4,Co1Fe2O4,,,,,TEM,120,1,1,,,0.1789,X’PRET,47,Fe3O4/CoFe2O4,,,-15,15,63.24,360,20,,0,0,1,1500,1.5,15,,10.1007/s10948-021-05974-z,physical mixture,,,,,,,,,
395,cubic,fd3m,0,Fe3O4,Fe3O4,9,9,9,sphere,Fe3O4,0,,,,0,,,,1,,,0.1789,X’PRET,9,Fe3O4,,,-15,15,55.2,15,3.918,,0,0,1,1500,1.5,15,,10.1007/s10948-021-05974-z,using FeCl2·4H2O (1 mol/L) and FeCl3·6H2O (1 mol/L) instead of Fe(NO3)3·9H2O and Co(NO3)2·6H2O as precursors,,,,,,,,,
396,cubic,fd3m,0,CoFe2O4,CoFe2O4,16,16,16,sphere,Co1Fe2O4,0,,,,0,,,,,,,0.1789,X’PRET,16,CoFe2O4,,,-15,15,72.84,1555,34.146,,0,0,1,1500,1.5,15,,10.1007/s10948-021-05974-z,,,,,,,,,,
397,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,13,13,13,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,SEM,1000,1,,,,,,,,,5,-6,6,5.625,8649.5,1.5625,PPMS,-909,1.125,1,5000,5,50,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
398,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,5,-6,6,5.625,6995,1.5625,PPMS,727,1.5,,5000,5,50,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
399,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,10,-50,50,-7,6944,1.458,PPMS,-2083,0.486,,5000,5,50,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
400,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,20,-50,50,-7,5555,0.77,PPMS,,0,,5000,5,50,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
401,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,5,-50,50,3.75,4158.5,0.675,PPMS,-10414,1.661,,3000,3,30,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
402,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,5,-50,50,4.75,6621.96,1.05,PPMS,-8514.586,1.393,,4000,4,40,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
403,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,5,-50,50,6.5,8823.154,1484.5,PPMS,-6372.383,1.484,,5000,5,50,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
404,"orthorhombic, cubic",cmcm,fm3m,Fe3O4/MnO,Fe3O4/MnO,580,580,580,sphere,Fe3O4,Mn1O1,,,1317-61-9,1344-43-0,,,,,,,,,,,,5,-50,50,7.37,9980.32,1.7485,PPMS,-5325.26,0.9685,,6000,6,60,0.1,10.1007/s10854-023-11860-2,straightforward one-step hydrothermal process,,,,,,,,,
405,"bcc, orthorhombic",im3m,pnma,Fe/Fe3C,Fe/Fe3C,45,45,45,polyhedron,Fe1,Fe3C1,,,,,,,,1,,,0.154,Panalytical Empyrean,,Fe/Fe3C/Fe3O4,,10,-15,15,17.4,2500,8.6,VSM,0,0,,2000,2,50,,10.1063/9.0000845,solid-phase pyrolysis with FePr,,,,,,,,,
406,"bcc, orthorhombic",im3m,pnma,Fe/Fe3C,Fe/Fe3C,50,50,50,polyhedron,Fe1,Fe3C1,,,,,,,,,,,,,,,,10,-15,15,20.3,2600,10.1,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePr,,,,,,,,,
407,"bcc, orthorhombic",im3m,pnma,Fe/Fe3C,Fe/Fe3C,60,60,60,polyhedron,Fe1,Fe3C1,,,,,SEM,3000,1,,,,,,,,,10,-15,15,15.4,2650,7.6,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePr,,,,,,,,,
408,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,30,30,30,sphere,Fe1,Fe3O4,,,,,SEM,5000,1,,,,,,,,,10,-15,15,17.9,950,4.9,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
409,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,35,35,35,sphere,Fe1,Fe3O4,,,,,,,,,,,,,,,,10,-15,15,22.1,920,6.3,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
410,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,40,40,40,sphere,Fe1,Fe3O4,,,,,,,,,,,,,,,,10,-15,15,19.8,1250,6.6,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
411,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,45,45,45,sphere,Fe1,Fe3O4,,,,,,,,,,,,,,,,10,-15,15,8.9,1273,2.7,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
412,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,50,50,50,sphere,Fe1,Fe3O4,,,,,,,,,,,,,,,,10,-15,15,1.3,1000,0.4,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
413,"bcc, orthorhombic",im3m,pnma,Fe/Fe3O4,Fe/Fe3O4,55,55,55,sphere,Fe1,Fe3O4,,,,,,,,,,,,,,,,10,-15,15,2.4,500,0.6,VSM,0,0,,2000,2,20,,10.1063/9.0000845,solid-phase pyrolysis with FePc,,,,,,,,,
414,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,SEM,1000,1,1,,,,Rigaku d/max-2400,,CoFe2O4@NiO,,300,-40,40,18.5,582,8,VSM,0,0,1,0,0,0,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
415,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,SEM,1000,1,,,,,,,,,300,-40,40,27.4,775,11.2,VSM,0,0,1,0,0,0,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
416,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,SEM,1000,1,,,,,,,,,300,-40,40,32.2,821,4.2,VSM,0,0,1,0,0,0,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
417,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,SEM,1000,1,,,,,,,,,300,-40,40,42.7,958,8.5,VSM,0,0,1,0,0,0,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
418,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,SEM,1000,1,,,,,,,,,300,-40,40,38.1,592,16.8,VSM,0,0,1,0,0,0,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
419,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,TEM,100,1,,,,,,,,,5,-40,40,17.7,4263,11,VSM,-104,0,1,5000,5,50,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
420,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,,,,,,,,,,,,5,-40,40,30,6315,22.4,VSM,-183,0,1,5000,5,50,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
421,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,,,,,,,,,,,,5,-40,40,34.5,12334,22.5,VSM,-612,0,1,5000,5,50,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
422,"cubic, cubic",fd3m,fm3m,CoFe2O4@NiO,CoFe2O4@NiO,800,110,0,rod,Co1Fe2O4,Ni1O1,,,12052-28-7,1313-99-1,,,,,,,,,,,,5,-40,40,47.2,12653,32.7,VSM,-758,0,1,5000,5,50,,doi.org/10.1007/s10909-021-02568-w,coaxial electrospinning method,,,,,,,,,
